positionX, positionY, positionZ, phaseX, phaseY, phaseZ, myocyte_index, flag 
49.475231,41.838478,69.192388,12005.043144,10032.547903,15607.741681,0,0
31.923384,9.361092,53.910926,10470.217051,6778.191839,18828.483425,-1,0
34.767410,33.636039,77.677670,9053.746542,10727.653668,18627.998391,0,0
42.687006,34.767410,34.119892,9309.007960,8654.577357,9723.708165,0,0
39.292893,59.940411,41.756645,10555.402456,10653.668670,13904.539234,0,0
69.557063,30.807612,46.847814,13063.547818,6979.638489,11670.709717,0,0
29.393398,24.867915,56.464466,8452.513017,8335.567218,14273.829993,0,0
69.048053,69.504738,67.361453,13681.672693,9643.275542,16324.783890,-1,0
7.632532,73.769419,119.441057,4863.739714,15698.191309,16297.486662,-1,0
47.212489,44.264885,42.039488,11820.458787,9469.667452,13060.977815,0,0
39.575736,33.636039,73.717872,10041.463105,8693.745864,17639.562105,0,0
22.485996,48.343860,75.697771,8120.757102,12327.522981,16099.014017,0,0
52.020815,45.232590,57.312994,11217.812860,10026.790592,14376.080462,0,0
59.091883,39.575736,67.778175,11455.917096,10562.241878,17146.555944,0,0
19.905793,76.463468,28.111251,6009.337489,13953.566451,9488.346445,-1,0
35.496760,34.931075,74.000714,7824.625446,7267.407316,14254.856904,0,0
57.960512,53.033009,75.980613,13533.887580,8979.777433,17963.841275,0,0
14.704106,75.111047,113.554506,5870.248364,15222.383698,21426.461854,-1,0
77.507937,70.493842,119.267733,14177.192605,14390.154950,24911.688028,-1,0
46.646804,54.283557,45.433600,10424.266375,11375.647407,13195.817421,0,0
78.658772,56.973279,56.518512,14087.871598,14829.363591,11211.950337,-1,0
38.280700,53.152186,62.404163,11873.090734,12272.455339,14768.154202,0,0
57.916025,33.234019,43.736544,8988.582842,7204.608300,12605.352146,0,0
35.213918,32.341003,54.767410,8247.566483,12179.653246,13579.309713,0,0
60.223254,20.908117,80.788939,9883.313601,6428.446628,20300.721707,0,0
59.312854,24.815644,44.624861,12973.528485,5525.537377,14622.446110,-1,0
40.989949,52.869343,102.567828,8576.318055,8639.718374,20035.894832,0,0
40.676299,46.076790,89.194696,8875.706219,12734.499272,20716.372764,-1,0
48.343860,21.473802,82.203153,9018.809982,10850.653217,15097.097448,0,0
48.909545,20.506097,67.778175,10420.814579,7637.777221,12032.049767,0,0
48.343860,30.852099,69.475231,8779.115040,9234.727963,14526.026698,0,0
57.111984,65.597265,31.291465,11968.908405,12397.502186,14279.006015,0,0
56.546299,51.737973,79.940411,10728.567250,11356.630806,15293.268668,0,0
26.847814,39.858579,53.918882,7331.622119,8576.489569,15994.297160,0,0
36.747309,42.121320,20.386919,9875.394835,11234.465382,9729.557672,0,0
47.495332,57.796847,49.393398,10193.657940,12636.533613,15086.739748,0,0
43.818377,35.898781,59.858579,11944.508046,10473.805162,13644.968820,0,0
48.061017,20.625274,50.241926,10856.788336,7145.537914,13736.027203,0,0
43.535534,57.796847,70.323759,10401.445510,12988.296763,17390.004323,0,0
69.179947,64.827290,88.647290,15037.282490,12416.421460,19262.429289,-1,0
48.745880,53.271364,48.827713,13033.513037,11741.486000,10912.518713,0,0
41.555635,55.980613,83.051681,12366.648978,11590.041098,19777.906752,0,0
0.675624,63.464287,20.812809,4114.095521,13679.496800,11458.953949,-1,0
56.263456,46.810469,93.799704,8228.312664,9079.092149,16616.138177,0,0
54.000714,35.898781,40.059589,10957.246259,9092.296702,12879.460676,0,0
36.628131,32.504668,65.232590,8690.077094,11423.978485,14795.790763,0,0
38.444365,37.312994,46.282128,9315.425661,10882.824008,14058.134141,0,0
57.111984,33.636039,87.294322,10538.132035,10274.276598,21008.040620,0,0
